Name,University,Course,Start Year,End Year,GPA,Preferred Career,Skills,Certifications,Preferred Location
Dale Gutierrez,IIT Madras,Cybersecurity,2019,2023,6.18,ML Engineer,"SQL, Linux, AutoCAD, Python, C++","Google Data Analytics, Azure Fundamentals",Pune
Jeffery Vargas,NIT Warangal,Computer Science,2019,2023,8.64,Systems Engineer,"TensorFlow, AutoCAD, Java",,Pune
Jamie Davis,IIT Bombay,AI & ML,2020,2024,6.6,Cybersecurity Analyst,"C++, AutoCAD, Power BI","Google Data Analytics, Scrum Master",Hyderabad
Alicia Poole,IIIT Hyderabad,Biotech,2018,2022,8.58,Data Analyst,"TensorFlow, Java, AutoCAD, C++, SQL",,Kolkata
Dawn Smith,IIT Madras,Civil,2021,2025,6.71,Data Analyst,"Python, Java","Cisco CCNA, Azure Fundamentals",Bangalore
Lynn Williams,IIT Madras,Data Science,2016,2020,8.14,Biotech Researcher,"Python, C++",Scrum Master,Pune
Rhonda Miller,IIT Madras,Data Science,2021,2025,8.09,Civil Project Manager,"Excel, Java, SQL, Python",AutoCAD Professional,Bangalore
Julie Harrison,IIT Delhi,Cybersecurity,2018,2022,7.02,Software Engineer,"MATLAB, Linux",Cisco CCNA,Delhi
Zachary Evans,NIT Trichy,Data Science,2016,2020,7.18,Software Engineer,"Java, Linux, AutoCAD","AWS Certified, Google Data Analytics",Chennai
Cameron Taylor,BITS Pilani,Civil,2021,2025,7.15,Biotech Researcher,"AutoCAD, R, TensorFlow, Power BI, Linux",Scrum Master,Ahmedabad
Samuel Bradshaw DDS,IIT Bombay,Cybersecurity,2019,2023,8.79,Biotech Researcher,"R, AutoCAD","Google Data Analytics, AWS Certified",Mumbai
Cynthia Caldwell,IIT Bombay,AI & ML,2015,2019,7.03,Biotech Researcher,"TensorFlow, R, Linux",,Ahmedabad
Charles Hill,IIIT Hyderabad,Biotech,2015,2019,9.94,Cybersecurity Analyst,"C++, AutoCAD, Power BI, R",,Hyderabad
Peter Miller,IIT Bombay,Computer Science,2016,2020,8.49,ML Engineer,"Power BI, SQL, R, C++, MATLAB",,Delhi
John Rodriguez,IIT Bombay,Data Science,2018,2022,8.19,Civil Project Manager,"Linux, Java, SQL",Google Data Analytics,Kolkata
Alison Campbell,IIT Madras,Cybersecurity,2018,2022,6.65,Cybersecurity Analyst,"Java, MATLAB, Linux, R, Excel","Cisco CCNA, Azure Fundamentals",Pune
Jessica Richardson,BITS Pilani,Cybersecurity,2015,2019,6.82,Data Analyst,"Excel, MATLAB, C++, R",Cisco CCNA,Bangalore
Crystal Mcguire,IIIT Hyderabad,Computer Science,2022,2026,6.63,Data Analyst,"MATLAB, Python",,Bangalore
Philip Boyer,VIT,Civil,2016,2020,7.36,Systems Engineer,"Java, Python, SQL",Azure Fundamentals,Kolkata
Angela Burgess,NIT Warangal,Data Science,2022,2026,8.4,Systems Engineer,"MATLAB, R, TensorFlow, Excel, Java",,Kolkata
Vincent Reed,NIT Trichy,Biotech,2021,2025,8.92,Mechanical Design Engineer,"Excel, TensorFlow, C++, Python, Power BI",Cisco CCNA,Pune
Dakota Erickson,VIT,AI & ML,2022,2026,6.56,Systems Engineer,"R, C++, Linux, Java",,Delhi
Lucas Gomez,IIT Delhi,Data Science,2019,2023,9.91,Cybersecurity Analyst,"Python, AutoCAD, Java","Google Data Analytics, AutoCAD Professional",Ahmedabad
Daniel Perez,IIT Delhi,Electronics,2015,2019,9.38,Systems Engineer,"TensorFlow, SQL","Scrum Master, Azure Fundamentals",Kolkata
Amy Gross,NIT Trichy,Mechanical,2018,2022,6.24,Civil Project Manager,"C++, MATLAB, Java, Linux","Azure Fundamentals, Scrum Master",Pune
Roy Brown,BITS Pilani,Biotech,2022,2026,9.52,Systems Engineer,"C++, Power BI",AWS Certified,Chennai
Lisa Miller,NIT Trichy,Civil,2022,2026,7.58,ML Engineer,"C++, TensorFlow, SQL, Linux","Azure Fundamentals, AWS Certified",Kolkata
David Garcia,IIIT Hyderabad,Computer Science,2015,2019,9.51,Systems Engineer,"TensorFlow, SQL",Azure Fundamentals,Delhi
Joshua Peterson,NIT Warangal,Biotech,2021,2025,7.82,Cybersecurity Analyst,"AutoCAD, TensorFlow, MATLAB, C++, Python",,Delhi
Barry Chen,VIT,Biotech,2021,2025,9.54,Systems Engineer,"Power BI, AutoCAD, C++, Python, Java",Cisco CCNA,Chennai
Holly Carter,BITS Pilani,Cybersecurity,2018,2022,8.76,Data Analyst,"R, MATLAB, TensorFlow","Cisco CCNA, AWS Certified",Kolkata
Bobby Schwartz,IIT Bombay,Civil,2018,2022,8.29,Data Analyst,"Java, TensorFlow, Power BI, C++, Excel",,Pune
Edward Wilkinson,IIT Bombay,AI & ML,2022,2026,8.99,Biotech Researcher,"Linux, Java, AutoCAD, TensorFlow, Python","AWS Certified, Scrum Master",Pune
Tina Sullivan,BITS Pilani,Electronics,2019,2023,9.67,Data Analyst,"Java, Python, Excel, C++",,Ahmedabad
Emily Watson,IIT Delhi,Cybersecurity,2015,2019,9.2,Cybersecurity Analyst,"SQL, Linux, Java, R, TensorFlow",Cisco CCNA,Delhi
Sara Wright,NIT Trichy,Civil,2016,2020,8.94,Civil Project Manager,"MATLAB, Power BI, Linux, TensorFlow, Excel",Scrum Master,Pune
Morgan Lee,IIIT Hyderabad,Data Science,2018,2022,8.93,Data Analyst,"Power BI, R, TensorFlow",,Kolkata
Natasha Fisher,IIIT Hyderabad,Biotech,2018,2022,9.94,Biotech Researcher,"MATLAB, SQL, Java, Excel","AutoCAD Professional, Google Data Analytics",Ahmedabad
Tina Wilson,IIT Bombay,Civil,2022,2026,7.08,Software Engineer,"Java, SQL, MATLAB",Scrum Master,Delhi
Angela Johnson,VIT,Cybersecurity,2021,2025,8.53,Mechanical Design Engineer,"Power BI, Excel, MATLAB, R","Cisco CCNA, Azure Fundamentals",Kolkata
Jessica Garcia,NIT Trichy,Civil,2018,2022,8.77,Systems Engineer,"R, Linux",Google Data Analytics,Kolkata
Troy Coleman,IIT Madras,Computer Science,2015,2019,9.13,Mechanical Design Engineer,"AutoCAD, SQL, Excel, Power BI, R",AutoCAD Professional,Delhi
Melissa Saunders,IIIT Hyderabad,Civil,2018,2022,9.89,Civil Project Manager,"SQL, Power BI, MATLAB, Linux","Azure Fundamentals, AWS Certified",Delhi
Michelle Jones,IIT Bombay,Mechanical,2019,2023,8.11,Software Engineer,"AutoCAD, Linux, Python, SQL",,Bangalore
Ashley Hatfield,IIIT Hyderabad,Mechanical,2022,2026,8.65,Cybersecurity Analyst,"C++, Java, SQL, TensorFlow",,Delhi
Aaron Townsend,NIT Trichy,AI & ML,2016,2020,7.24,Systems Engineer,"Python, C++","Google Data Analytics, AWS Certified",Chennai
Michael Hickman,IIIT Hyderabad,Biotech,2017,2021,7.54,ML Engineer,"Power BI, MATLAB, C++",Google Data Analytics,Bangalore
Douglas Miller,BITS Pilani,Mechanical,2016,2020,9.73,Mechanical Design Engineer,"Java, C++, Power BI, MATLAB",,Hyderabad
Christian Hunt,VIT,Biotech,2015,2019,7.2,Biotech Researcher,"Java, C++",Google Data Analytics,Hyderabad
Linda Valdez,NIT Trichy,Electronics,2019,2023,9.14,Data Analyst,"R, MATLAB, C++, Excel, Power BI",Cisco CCNA,Hyderabad
Emily Harris,NIT Warangal,Computer Science,2018,2022,7.46,Data Analyst,"C++, TensorFlow, Power BI, Excel","Azure Fundamentals, Google Data Analytics",Chennai
Tammy May,NIT Warangal,Computer Science,2018,2022,9.9,Data Analyst,"SQL, AutoCAD, Excel",,Hyderabad
Joseph Perkins,BITS Pilani,Civil,2018,2022,7.72,Data Analyst,"C++, Excel, Python, Java, Linux","Google Data Analytics, AutoCAD Professional",Kolkata
Kenneth Bowman,BITS Pilani,Civil,2018,2022,9.33,ML Engineer,"SQL, AutoCAD",,Delhi
David Hopkins,VIT,Electronics,2017,2021,9.18,ML Engineer,"R, Linux","AutoCAD Professional, Azure Fundamentals",Ahmedabad
Frank Smith,NIT Trichy,Electronics,2018,2022,6.75,Software Engineer,"MATLAB, Power BI, Java, C++","Azure Fundamentals, AutoCAD Professional",Bangalore
Jeff Scott,IIT Delhi,Computer Science,2015,2019,9.36,Data Analyst,"C++, AutoCAD, TensorFlow, Java",Google Data Analytics,Pune
Erik Thomas,IIT Madras,Biotech,2017,2021,7.71,Cybersecurity Analyst,"SQL, Linux",AWS Certified,Ahmedabad
Michael Bell,IIT Madras,AI & ML,2015,2019,8.39,ML Engineer,"Excel, TensorFlow, R, MATLAB, C++",,Bangalore
Dominique Hunt,IIT Madras,Computer Science,2021,2025,9.85,Cybersecurity Analyst,"Python, R",,Mumbai
Patrick Decker,NIT Warangal,Electronics,2017,2021,7.71,Civil Project Manager,"R, AutoCAD, C++, SQL",,Kolkata
Daniel Bolton,IIIT Hyderabad,Cybersecurity,2016,2020,8.54,Mechanical Design Engineer,"Java, TensorFlow, R, Excel, Linux",Scrum Master,Chennai
Joseph Baker,NIT Warangal,Biotech,2016,2020,7.86,Civil Project Manager,"Linux, SQL, Excel, MATLAB",,Mumbai
Joseph Nielsen,NIT Trichy,AI & ML,2022,2026,9.04,Mechanical Design Engineer,"Power BI, TensorFlow, AutoCAD","Azure Fundamentals, Google Data Analytics",Ahmedabad
Tiffany Gonzales,IIT Bombay,Cybersecurity,2021,2025,6.17,Civil Project Manager,"TensorFlow, Power BI",AutoCAD Professional,Bangalore
Lisa Barajas,IIT Delhi,Computer Science,2022,2026,9.34,Cybersecurity Analyst,"R, Python","Azure Fundamentals, AutoCAD Professional",Mumbai
Phillip Howell,BITS Pilani,Computer Science,2022,2026,9.2,ML Engineer,"AutoCAD, Java",AWS Certified,Ahmedabad
Michaela Carroll,NIT Trichy,Electronics,2015,2019,9.76,Systems Engineer,"Power BI, Excel, SQL, Python",,Hyderabad
Roy Sanchez,IIT Delhi,Civil,2022,2026,7.7,Software Engineer,"TensorFlow, Excel, AutoCAD, Power BI, C++","Google Data Analytics, AWS Certified",Kolkata
Brian Morrow,NIT Warangal,Data Science,2020,2024,9.94,Data Analyst,"C++, Python, TensorFlow, Excel",,Pune
Alexander Bailey,NIT Trichy,Cybersecurity,2022,2026,8.77,Biotech Researcher,"SQL, R, Power BI",AutoCAD Professional,Chennai
Aaron Rodriguez,BITS Pilani,Electronics,2019,2023,7.64,ML Engineer,"R, Linux, AutoCAD, TensorFlow, Python",,Hyderabad
Nancy Dyer,VIT,Data Science,2015,2019,8.48,Civil Project Manager,"AutoCAD, MATLAB",,Pune
Larry Rodriguez,NIT Warangal,Electronics,2022,2026,9.63,Data Analyst,"C++, Python, AutoCAD, Excel",,Mumbai
Corey Williams,IIT Delhi,Biotech,2016,2020,6.99,Software Engineer,"C++, Excel, Power BI, AutoCAD, R",,Pune
Diane Hess,NIT Warangal,Cybersecurity,2017,2021,8.82,Cybersecurity Analyst,"SQL, Python",Google Data Analytics,Delhi
Patrick Ward,IIT Madras,Data Science,2019,2023,9.34,Cybersecurity Analyst,"R, SQL, Java, Python",Google Data Analytics,Bangalore
Richard Martinez,BITS Pilani,Data Science,2019,2023,9.98,Cybersecurity Analyst,"Excel, Power BI, R, SQL, AutoCAD","AWS Certified, Cisco CCNA",Pune
Joshua Miller,BITS Pilani,Electronics,2015,2019,6.1,Data Analyst,"SQL, Python","Cisco CCNA, AutoCAD Professional",Mumbai
Christopher Martin MD,IIIT Hyderabad,Biotech,2018,2022,9.76,Biotech Researcher,"R, Excel",,Pune
Lori Walton,BITS Pilani,AI & ML,2019,2023,8.95,Biotech Researcher,"TensorFlow, SQL, Power BI, R, AutoCAD","Scrum Master, AWS Certified",Kolkata
Stephanie George,NIT Warangal,AI & ML,2016,2020,9.55,Biotech Researcher,"Java, SQL, MATLAB",,Mumbai
Cheryl Klein,IIT Delhi,Electronics,2016,2020,8.22,Cybersecurity Analyst,"Excel, Power BI, R, Java",AWS Certified,Pune
Kyle Sweeney,BITS Pilani,Electronics,2017,2021,6.15,Systems Engineer,"Excel, TensorFlow",Google Data Analytics,Mumbai
Renee Williams,NIT Trichy,AI & ML,2019,2023,6.78,Cybersecurity Analyst,"R, Python, AutoCAD, MATLAB, Java",Google Data Analytics,Hyderabad
Summer Powell DDS,NIT Trichy,Computer Science,2017,2021,9.36,ML Engineer,"Excel, TensorFlow, Java, MATLAB, SQL",,Mumbai
Kristen Montgomery,IIT Madras,Electronics,2015,2019,6.9,ML Engineer,"AutoCAD, Power BI","Azure Fundamentals, Cisco CCNA",Chennai
Dennis Moore,NIT Warangal,Mechanical,2015,2019,8.38,Data Analyst,"Power BI, C++, AutoCAD",,Mumbai
Nathaniel Peters,NIT Warangal,Mechanical,2018,2022,6.01,Civil Project Manager,"TensorFlow, Power BI",Cisco CCNA,Bangalore
Samuel Vega,IIT Bombay,AI & ML,2020,2024,7.03,Systems Engineer,"TensorFlow, R, Excel",,Kolkata
Michael Miller,BITS Pilani,Biotech,2021,2025,7.47,Data Analyst,"C++, Java, MATLAB, R, SQL","Azure Fundamentals, AutoCAD Professional",Ahmedabad
Jill Escobar,IIT Madras,Data Science,2017,2021,6.1,ML Engineer,"Java, AutoCAD, MATLAB, Power BI",AutoCAD Professional,Bangalore
Stacey Nielsen,IIT Bombay,Electronics,2015,2019,6.31,Software Engineer,"R, C++",,Ahmedabad
Jessica Smith,BITS Pilani,Civil,2015,2019,7.99,Civil Project Manager,"Python, Linux, Excel, TensorFlow","Cisco CCNA, Scrum Master",Mumbai
Michael Smith,NIT Warangal,AI & ML,2016,2020,6.84,ML Engineer,"Power BI, TensorFlow, R, Excel, AutoCAD",,Hyderabad
Samuel Moreno,IIT Delhi,Electronics,2022,2026,7.17,Cybersecurity Analyst,"C++, SQL, Python, Linux, MATLAB",Scrum Master,Mumbai
Anthony Schultz,IIT Madras,Computer Science,2016,2020,8.38,Civil Project Manager,"TensorFlow, R, Excel, AutoCAD",,Delhi
Craig Wright,IIIT Hyderabad,AI & ML,2021,2025,7.02,Cybersecurity Analyst,"Power BI, C++",,Chennai
Joseph Anderson,IIT Madras,Cybersecurity,2021,2025,6.63,Civil Project Manager,"Linux, MATLAB, R, TensorFlow, AutoCAD","Google Data Analytics, AutoCAD Professional",Pune
Mrs. Melissa Ball,NIT Trichy,Data Science,2020,2024,9.23,Civil Project Manager,"R, SQL, Linux, Excel, Java",Cisco CCNA,Chennai
Charles Rodriguez,BITS Pilani,Computer Science,2021,2025,7.7,Software Engineer,"SQL, R, AutoCAD","Azure Fundamentals, Scrum Master",Kolkata
Luis Daniels,IIT Bombay,Civil,2016,2020,6.7,Data Analyst,"C++, Excel, TensorFlow, AutoCAD, MATLAB",Scrum Master,Ahmedabad
Craig Thomas,BITS Pilani,Computer Science,2021,2025,8.66,Civil Project Manager,"Java, Power BI, Excel",,Pune
James Harris,IIT Bombay,Computer Science,2017,2021,7.88,Cybersecurity Analyst,"TensorFlow, Linux",,Delhi
Jason Harris,IIIT Hyderabad,Civil,2021,2025,9.05,Systems Engineer,"Python, C++",,Chennai
Michelle Davis,VIT,Civil,2019,2023,9.81,Civil Project Manager,"AutoCAD, Java, Python",AWS Certified,Kolkata
Alexandria Sutton,NIT Warangal,Cybersecurity,2016,2020,6.89,Software Engineer,"Excel, Linux, SQL, Java, TensorFlow","Cisco CCNA, AWS Certified",Chennai
Marilyn Jones,IIT Delhi,AI & ML,2022,2026,7.33,Software Engineer,"Java, Excel, SQL, C++",,Ahmedabad
Melissa May,BITS Pilani,Mechanical,2017,2021,9.2,Systems Engineer,"Java, C++","Azure Fundamentals, AWS Certified",Pune
Mark Mcpherson,IIT Bombay,Computer Science,2019,2023,7.24,Mechanical Design Engineer,"R, MATLAB",,Chennai
Nancy Patel,NIT Trichy,Civil,2018,2022,8.08,Data Analyst,"Power BI, C++",,Ahmedabad
Jesus Gordon,IIT Bombay,AI & ML,2017,2021,7.72,Biotech Researcher,"AutoCAD, SQL",Azure Fundamentals,Delhi
Monica Austin,IIIT Hyderabad,Mechanical,2022,2026,9.8,Software Engineer,"TensorFlow, Linux","Scrum Master, Azure Fundamentals",Kolkata
Kenneth Hernandez,VIT,AI & ML,2016,2020,7.8,Biotech Researcher,"Excel, SQL",Azure Fundamentals,Mumbai
David Levy,IIT Madras,Electronics,2019,2023,9.36,Software Engineer,"Python, SQL, MATLAB, C++, TensorFlow","Scrum Master, Cisco CCNA",Kolkata
Zachary Jones,NIT Trichy,AI & ML,2020,2024,6.93,Data Analyst,"Power BI, C++, R, Java, TensorFlow",,Ahmedabad
Krystal Hanson,BITS Pilani,AI & ML,2018,2022,7.18,Mechanical Design Engineer,"AutoCAD, Java, R",,Bangalore
Charles Saunders,NIT Trichy,Electronics,2019,2023,7.23,Data Analyst,"R, Excel, Power BI, Python",AutoCAD Professional,Kolkata
Nicole Harris,BITS Pilani,Cybersecurity,2020,2024,7.55,Systems Engineer,"Python, Power BI, Java, TensorFlow, Linux","Google Data Analytics, Azure Fundamentals",Mumbai
Alec Murray,NIT Warangal,Data Science,2022,2026,6.97,Mechanical Design Engineer,"Python, R, Java",,Kolkata
Holly Woods,IIIT Hyderabad,AI & ML,2022,2026,7.98,Civil Project Manager,"AutoCAD, Python, Excel","Azure Fundamentals, Scrum Master",Ahmedabad
Edward Velez,VIT,AI & ML,2021,2025,6.65,ML Engineer,"Java, SQL, R, Excel",,Pune
Seth Smith,VIT,Cybersecurity,2015,2019,6.88,Software Engineer,"AutoCAD, C++, Excel, Linux, Java","Google Data Analytics, Cisco CCNA",Bangalore
John Miller,VIT,Cybersecurity,2021,2025,7.51,Cybersecurity Analyst,"R, TensorFlow, Excel, AutoCAD, Power BI",Scrum Master,Delhi
Maria Rivera,NIT Warangal,Cybersecurity,2019,2023,8.59,Software Engineer,"Excel, AutoCAD",,Bangalore
Paula Sanchez,IIT Delhi,Electronics,2021,2025,8.51,Civil Project Manager,"C++, AutoCAD, TensorFlow, Java","Scrum Master, Cisco CCNA",Bangalore
Julie Scott,VIT,Mechanical,2019,2023,7.15,Data Analyst,"R, Python, AutoCAD, Linux",,Bangalore
Steven Stewart,NIT Warangal,AI & ML,2022,2026,9.63,Software Engineer,"Power BI, C++, TensorFlow, SQL",Scrum Master,Pune
Kimberly Johnson,IIT Bombay,Electronics,2022,2026,9.26,Mechanical Design Engineer,"Java, R","Azure Fundamentals, AutoCAD Professional",Chennai
Brenda Dickson,VIT,Computer Science,2015,2019,8.79,Civil Project Manager,"SQL, MATLAB, Java, C++","Azure Fundamentals, Google Data Analytics",Bangalore
Jon Flynn,NIT Trichy,Civil,2016,2020,7.48,Software Engineer,"Excel, Linux, R, C++",,Chennai
Shannon Greene,NIT Warangal,AI & ML,2018,2022,9.96,Biotech Researcher,"Excel, Power BI",,Ahmedabad
Sandy Love,IIT Delhi,Mechanical,2015,2019,7.17,Biotech Researcher,"C++, Power BI, TensorFlow, AutoCAD",,Delhi
Carla Jefferson,BITS Pilani,Data Science,2015,2019,6.21,Data Analyst,"SQL, Excel, Java",,Kolkata
Deborah Martin,IIT Madras,Civil,2020,2024,6.23,Cybersecurity Analyst,"Java, MATLAB, SQL",,Pune
Corey Zuniga,IIT Madras,Computer Science,2019,2023,8.75,Biotech Researcher,"MATLAB, C++",,Ahmedabad
Jenna Todd,NIT Warangal,Biotech,2018,2022,7.64,ML Engineer,"C++, TensorFlow, Excel",Google Data Analytics,Chennai
Tammy Martinez,IIT Bombay,Cybersecurity,2022,2026,6.54,Systems Engineer,"MATLAB, Java",Google Data Analytics,Mumbai
Adrian Acosta,NIT Trichy,Civil,2015,2019,8.94,Software Engineer,"MATLAB, Excel, C++, AutoCAD","Google Data Analytics, Cisco CCNA",Bangalore
Michael Brown,VIT,AI & ML,2017,2021,8.02,ML Engineer,"R, SQL","Google Data Analytics, Cisco CCNA",Delhi
Gabriel Davenport,BITS Pilani,AI & ML,2021,2025,7.59,Biotech Researcher,"C++, AutoCAD, MATLAB, TensorFlow, Python","AWS Certified, Google Data Analytics",Bangalore
William Howard,NIT Trichy,Computer Science,2017,2021,6.1,Mechanical Design Engineer,"AutoCAD, R, Excel",,Delhi
Andrew Griffin,NIT Warangal,Electronics,2016,2020,8.95,Cybersecurity Analyst,"Java, Python, MATLAB",AutoCAD Professional,Pune
Robert Carey,NIT Trichy,Biotech,2019,2023,8.85,Data Analyst,"TensorFlow, MATLAB","AWS Certified, Google Data Analytics",Kolkata
Jo Alexander,NIT Warangal,Civil,2015,2019,7.74,Data Analyst,"Java, Python, Power BI, AutoCAD",Scrum Master,Mumbai
Lisa Small,IIT Delhi,Electronics,2015,2019,6.76,Software Engineer,"R, TensorFlow, Java, SQL, MATLAB",,Delhi
Larry Phillips,IIT Bombay,Cybersecurity,2020,2024,8.01,Mechanical Design Engineer,"AutoCAD, Python",,Chennai
Patrick Sullivan,IIT Delhi,Biotech,2015,2019,9.95,Data Analyst,"Python, C++",,Pune
Latoya Hansen,IIT Bombay,Civil,2022,2026,8.25,ML Engineer,"AutoCAD, Java, SQL",AWS Certified,Mumbai
Jessica Vincent,IIT Bombay,Computer Science,2017,2021,7.44,Software Engineer,"Power BI, AutoCAD, MATLAB","AWS Certified, Scrum Master",Chennai
Gabriel Smith,VIT,Civil,2022,2026,8.36,Systems Engineer,"Linux, AutoCAD, Python, Power BI, C++",AutoCAD Professional,Bangalore
Anthony Peters,IIT Bombay,Biotech,2021,2025,9.47,ML Engineer,"Excel, Java, MATLAB, SQL",Google Data Analytics,Kolkata
Brian Murphy,IIT Delhi,Mechanical,2021,2025,7.19,ML Engineer,"Python, SQL, AutoCAD, TensorFlow",,Hyderabad
Pamela Newton,IIIT Hyderabad,Biotech,2016,2020,9.79,Data Analyst,"SQL, Java, TensorFlow, R",Google Data Analytics,Bangalore
Dave Henderson,IIT Madras,Electronics,2019,2023,6.5,Cybersecurity Analyst,"Python, R, Power BI, Linux",Cisco CCNA,Hyderabad
Jessica Jennings,IIIT Hyderabad,Data Science,2020,2024,6.51,Mechanical Design Engineer,"Power BI, R","Cisco CCNA, Scrum Master",Hyderabad
Gina Walton,BITS Pilani,AI & ML,2015,2019,9.49,Mechanical Design Engineer,"R, C++, Excel, Power BI, MATLAB",AutoCAD Professional,Delhi
Michael Rose,IIT Delhi,Cybersecurity,2019,2023,6.45,Mechanical Design Engineer,"R, TensorFlow, Python, SQL, Linux",Azure Fundamentals,Pune
Brett Dickerson,IIT Bombay,Data Science,2020,2024,8.58,Mechanical Design Engineer,"Excel, Python, Java","Scrum Master, Azure Fundamentals",Delhi
Stacey Holland,NIT Warangal,Data Science,2015,2019,8.27,Systems Engineer,"SQL, AutoCAD, TensorFlow, Java","AWS Certified, AutoCAD Professional",Mumbai
Roberto Day,IIIT Hyderabad,AI & ML,2020,2024,8.71,Mechanical Design Engineer,"C++, SQL, Power BI",,Kolkata
Amanda Young,NIT Trichy,Data Science,2018,2022,7.93,Cybersecurity Analyst,"Linux, Excel",AutoCAD Professional,Kolkata
William Green,IIT Madras,AI & ML,2018,2022,7.41,Mechanical Design Engineer,"Python, TensorFlow, MATLAB","Google Data Analytics, Scrum Master",Delhi
Leslie Stewart,BITS Pilani,Computer Science,2022,2026,9.8,Cybersecurity Analyst,"Java, MATLAB, Linux, C++, SQL",,Bangalore
Michael Long,NIT Warangal,Biotech,2021,2025,8.54,Civil Project Manager,"Power BI, Linux, Excel",,Bangalore
Amanda Morgan,IIIT Hyderabad,Biotech,2022,2026,7.06,Data Analyst,"Excel, Power BI, SQL","Cisco CCNA, Scrum Master",Ahmedabad
Michelle Moreno,VIT,Biotech,2022,2026,9.16,Cybersecurity Analyst,"SQL, Power BI, C++, Java",Scrum Master,Bangalore
Alice Moore,VIT,Mechanical,2018,2022,8.15,ML Engineer,"Linux, SQL, TensorFlow, AutoCAD","Scrum Master, AutoCAD Professional",Chennai
Clayton Scott,IIT Bombay,Civil,2019,2023,6.95,Software Engineer,"TensorFlow, Linux, C++",,Mumbai
Justin Morgan,IIT Madras,Civil,2020,2024,6.34,Cybersecurity Analyst,"Power BI, Java, Python",,Ahmedabad
Toni Leonard,IIT Bombay,Computer Science,2020,2024,9.65,Cybersecurity Analyst,"TensorFlow, MATLAB, AutoCAD, R","Cisco CCNA, Azure Fundamentals",Kolkata
Brendan Mason,IIIT Hyderabad,Biotech,2016,2020,9.45,Civil Project Manager,"TensorFlow, Excel, Linux",AWS Certified,Ahmedabad
Theresa Martin,BITS Pilani,Computer Science,2019,2023,6.56,ML Engineer,"TensorFlow, R, Linux, SQL, Java",,Bangalore
Bryan Coleman,NIT Warangal,Data Science,2022,2026,8.19,Systems Engineer,"SQL, C++, MATLAB, R","AutoCAD Professional, Azure Fundamentals",Mumbai
David Bradley,BITS Pilani,Electronics,2019,2023,7.34,Data Analyst,"SQL, Python",Azure Fundamentals,Pune
Mackenzie Leblanc,IIT Madras,Data Science,2018,2022,9.24,Cybersecurity Analyst,"Power BI, C++, Excel, Java, TensorFlow","Scrum Master, AWS Certified",Pune
